Code;Description;OrgCode
5441;Other Administrative matter pertains to CARA;DOWCD
5442;Establishment;DOCAF
5443;General Administration Matters;DOCAF
5444;Issues related to Training ;DOWCD
5445;Internal Trade Related;DOCAF
5446;All Administrative matters relating to NIPCCD;DOWCD
5447;Legal Metrology Division Related;DOCAF
5448;Acid Attack issues;DOWCD
5449;Cyber Crime against women;DOWCD
5450;Dowry Death;DOWCD
5451;Harassment of married women/Dowry Harassment;DOWCD
5452;National Test House Division Related;DOCAF
5453;Outraging modesty of Women/Molestation Police Apathy against women;DOWCD
5454;Protection of women against Domestic Violence;DOWCD
5455;Rape/Attempt to Rape issues;DOWCD
5456;Right to exercise choice in marriage/Honour Crimes;DOWCD
5457;Parliament & Coordination Division Related;DOCAF
5458;Sex selective abortion/female foeticide/amniocentesis;DOWCD
5459;Sexual Assault;DOWCD
5460;Price Monitoring Cell Related;DOCAF
5461;Sexual Harassment;DOWCD
5462;Trafficking / Prostitution of Women;DOWCD
5463;Publicity Division Related;DOCAF
5464;Women,s right of custody of Children in the event of divorce;DOWCD
5465;Complaint related to NRI;DOWCD
5466;The Central Consumer Protection Authority;DOCAF
5467;Vigilance Related ;DOCAF
5468;National Consumer Helpline Related issues;DOCAF
5469;Administration  matter related to NCW;DOWCD
5470;Issues related to Appointment of Members and chairperson;DOWCD
5471;Personnel Administration;DOWCD
5472;General Administration ;DOWCD
5473;Appointment of DG;DOCAF
5474;Matters related to vigilance cases/ disciplinary proceedings in the Ministry and attached offices;DOWCD
5475;Appointment of Governing Council & Executive Committee Members;DOCAF
5476;Policy Matters;DOCAF
5477;Administration of the BIS Act;DOCAF
5478;Hallmarking Related;DOCAF
5479;Establishment Matters;DOCAF
5480;Miscellaneous;DOCAF
5481;Implementation of the BIS Act & Rules;DOCAF
5482;Regulations under BIS Act;DOCAF
5483;Recruitment;DOCAF
5484;Consumer Welfare Fund Related;DOCAF
5485;Administration of CWF;DOCAF
5486;Miscellaneous;DOCAF
5487;Consumer Protection Act & Rules;DOCAF
5488;Policy Matters;DOCAF
5489;Complaint against NCDRC;DOCAF
5490;Policy matters relating to Saksham Anganwadi and Poshan 2.0;DOWCD
5491;Matter relating to SNP;DOWCD
5492;Matter related to Release of Grants;DOWCD
5493;NCH related Complaints;DOCAF
5494;Matter relating to Constructions/upgradation of Anganwadi Centre;DOWCD
5495;Manpower issues of AWCs;DOWCD
5496;Issues related to Poshan Abhiyan;DOWCD
5497;Grant-in-aid to State/UT for implementation of programme;DOWCD
5498;Policy/ Act matters relating to women welfare;DOWCD
5499;Issues related to One Stop Centre Scheme;DOWCD
5500;Issues related to Women Helpline;DOWCD
5501;Nari Adalat related issues ;DOWCD
5502;Sexual harassment of women at work place;DOWCD
5503;Women awards related issues ;DOWCD
5504;Issues related to Beti Bachao Beti Padhao;DOWCD
5505;Miscellaneous;DOCAF
5506;EC Act related;DOCAF
5507;National Creche Scheme related issues;DOWCD
5508;Sakhi Niwas Scheme (WWH) related issues;DOWCD
5509;Shakti Sadan Scheme (Swadhar and Ujjawala) related issues;DOWCD
5510;Pradhan Mantri Matru Vandana Yojana (PMMVY)-Cash incentive issues of pregnant women and lactating mothers;DOWCD
5511;PBMMSEC Act related;DOCAF
5512;Nirbhaya Fund Scheme related issues;DOWCD
5513;Gender Budgeting related issues;DOWCD
5514;Research and Publication related issues;DOWCD
5515;Orders under EC Act;DOCAF
5516;National/ State Empowerment of women related matters;DOWCD
5517;POSCO Act, JJ Act/ Policy related issues to Child Welfare;DOWCD
5518;Orders under PBMMSEC Act;DOCAF
5519;Issues related to Children in difficult circumstances ;DOWCD
5520;CCI related issues ;DOWCD
5521;PM cares fund related issues ;DOWCD
5522;Issues related to Track Child & Khoya Paya;DOWCD
5523;National Awards for Children;DOWCD
5524;Miscellaneous;DOCAF
5525;Children related international issues;DOWCD
5526;Emblems and Names (PIU) Act;DOCAF
5527;All internal administrative and establishment matter related to MWCD;DOWCD
5528;Outsourcing/manpower related matters;DOWCD
5529;Tender Related matters;DOWCD
5530;Implementation of E & N (PIU) Act;DOCAF
5531;Miscellaneous;DOCAF
5532;Purchasing related matters;DOWCD
5533;Security related matters;DOWCD
5534;House keeping related matters;DOWCD
5535;Vehicle related matters;DOWCD
5536;Recruitment;DOCAF
5537;Pension;DOCAF
5538;Pay Fixation;DOCAF
5539;Promotion;DOCAF
5540;Deputation;DOCAF
5541;Transfer & Posting;DOCAF
5542;Service Book;DOCAF
5543;Medical Claim;DOCAF
5544;Retirement Matters;DOCAF
5545;Miscellaneous;DOCAF
5546;Payment related;DOCAF
5547;Procurement related;DOCAF
5548;Tender related;DOCAF
5549;Miscellaneous;DOCAF
5550;Direct selling related;DOCAF
5551;Miscellaneous;DOCAF
5552;Violation of Legal Meterology Act 2009;DOCAF
5553;Violation of Legal Meterology Packaged commoditities Rules 2011;DOCAF
5554;Violation of Other Rules of Legal Meterology;DOCAF
5555;Miscellaneous;DOCAF
5556;Policy Matters;DOCAF
5557;Testing Facilities;DOCAF
5558;Organisational Functioning of NTH;DOCAF
5559;Establishment Matters;DOCAF
5560;Complaints;DOCAF
5561;Misuse/Abuse of Powers;DOCAF
5562;Retirement Matters;DOCAF
5563;Miscellaneous;DOCAF
5564;Parliament Related Matters;DOCAF
5565;O&M Related Matters;DOCAF
5566;Annual Reports;DOCAF
5567;Miscellaneous;DOCAF
5568;Price Stabilization Fund;DOCAF
5569;Price Monitoring of Essential Food Items;DOCAF
5570;Miscellaneous;DOCAF
5571;Policy Related;DOCAF
5572;Publicity Material;DOCAF
5573;Payment related;DOCAF
5574;Purchase of Services;DOCAF
5575;Miscellaneous;DOCAF
5576;Misleading Advertisement;DOCAF
5577;Unfair Trade Practices;DOCAF
5578;Consumer Grievance as a Class;DOCAF
5579;Administrative Matters;DOCAF
5580;Working of CCPA;DOCAF
5581;Miscellaneous;DOCAF
5582;Vigilance Matters;DOCAF
5583;APAR;DOCAF
5584;Disciplinary Actions;DOCAF
5585;Miscellaneous;DOCAF
5587;Ministry of Information and Broadcasting;MOIAB
5588;Electronic/Media/OTT Content related;MOIAB
5589;Electronic;MOIAB
5592;TV Content (Advertisement);MOIAB
5593;TV Content (Programme);MOIAB
5594;Miscellaneous;MOIAB
5595;Complaint against Advertisement Telecast on Private TV Channel;MOIAB
5597;Department of Ex Servicemen Welfare;DDESW
5599;Pension Related;DDESW
5600;Service Related;DDESW
5601;Policy Matter;DDESW
5602;Resettlement Related;DDESW
5603;Scheme Related;DDESW
5604;Other Matters;DDESW
5605;Legal Matters;DDESW
5606;Department of Defence Finance;FADSS
5607;Technical Issue Related;FADSS
5608;GeM- Payment Related;FADSS
5609;Pay & Allowance;FADSS
5610;Pension;FADSS
5611;Service Matter Related;FADSS
5612;Miscellaneous Issues;FADSS
5613;Software related issues;FADSS
5614;IT procurement related issues;FADSS
5615;Army;FADSS
5616;Navy;FADSS
5617;Air Force;FADSS
5618;Defence Civilian;FADSS
5619;DAD;FADSS
5620;Pay;FADSS
5621;Allowances;FADSS
5622;TA/DA;FADSS
5623;LTC;FADSS
5624;CEA/Hostel Subsidy;FADSS
5625;Medical;FADSS
5626;NPS;FADSS
5627;Pension;FADSS
5628;Gratuity;FADSS
5629;Commutation;FADSS
5630;Fixed Medical Allowance;FADSS
5631;Gallantry Awards;FADSS
5632;Ex Gratial Lump sum Compensation;FADSS
5633;Recruitment and Appointment;FADSS
5634;Transfer/Posting;FADSS
5635;Deputation- Transfer on deputation to other organization;FADSS
5636;Others;FADSS
5637;Local Audit;FADSS
5638;Works;FADSS
5639;Other DAD related;FADSS
5640;Border Road Related;FADSS
5641;Others;FADSS
5642;DOLPHIN ;FADSS
5643;TULIP;FADSS
5644;Defence pension portal(defence pension.gov.in) & mobile app: Non displaying of pension information on defence pension portal and mobile app;FADSS
5645;Ashraya;FADSS
5646;Suvigya;FADSS
5647;SPARSH;FADSS
5648;Suvinay;FADSS
5649;Others;FADSS
5650;Payment related;FADSS
5651;Other technical issues - Mode of procurement /category etc.;FADSS
5652;Pay & allowances ;FADSS
5653;Arrears of pay & allowances;FADSS
5654;Pay & allowances ;FADSS
5655;Arrears of pay & allowances;FADSS
5656;Pension disbursement ;FADSS
5657;Pension documentation;FADSS
5658;Pension entitlement;FADSS
5659;Pension software related technical issues;FADSS
5660;Pension disbursement ;FADSS
5661;Pension documentation;FADSS
5662;Pension entitlement;FADSS
5663;Pension software related technical issues;FADSS
5664;Pension disbursement ;FADSS
5665;Pension documentation;FADSS
5666;Pension entitlement;FADSS
5667;Pension software related technical issues;FADSS
5668;Pension disbursement ;FADSS
5669;Pension documentation;FADSS
5670;Pension entitlement;FADSS
5671;Pension software related technical issues;FADSS
5672;Pension disbursement ;FADSS
5673;Pension documentation;FADSS
5674;Pension entitlement;FADSS
5675;Pension software related technical issues;FADSS
5676;Procurement by DAD Hqrs office;FADSS
5677;Procurement by field offices;FADSS
5678;Procurement by services , to be paid by controllers;FADSS
5679;Others;FADSS
5680;Discrepency in Basic Pay;FADSS
5681;Discrepency in Increment;FADSS
5682;Grant of MACP/ACP;FADSS
5683;Stepping up issue;FADSS
5684;Non- adjustment of Part II order;FADSS
5685;Non receipt of Pay/Salary;FADSS
5686;Recovery of Pay;FADSS
5687;Issues related to LPC-Cum-DATA Sheet;FADSS
5688;Non -receipt of post discharge Claim;FADSS
5689;Deputaion pay issue;FADSS
5690;Option Form on Promotion for Pay Fixation;FADSS
5691;Leave Encashment issues;FADSS
5692;Service book Matters;FADSS
5693;AGIF contribution Issue;FADSS
5694;Income Tax Related matters;FADSS
5695;Pay Production;FADSS
5696;PLI Maturity issue;FADSS
5697;PLI Contribution issue;FADSS
5698;Others;FADSS
5699;Army ;FADSS
5700;Airforce;FADSS
5701;Navy;FADSS
5702;DAD;FADSS
5703;Army ;FADSS
5704;Airforce;FADSS
5705;Navy;FADSS
5706;DAD;FADSS
5707;Army ;FADSS
5708;Airforce;FADSS
5709;Navy;FADSS
5710;DAD;FADSS
5711;Army ;FADSS
5712;Airforce;FADSS
5713;Navy;FADSS
5714;DAD;FADSS
5715;Army ;FADSS
5716;Airforce;FADSS
5717;Navy;FADSS
5718;DAD;FADSS
5719;Army ;FADSS
5720;Airforce;FADSS
5721;Navy;FADSS
5722;DAD;FADSS
5723;Army ;FADSS
5724;Airforce;FADSS
5725;Navy;FADSS
5726;DAD;FADSS
5727;Army ;FADSS
5728;Airforce;FADSS
5729;Navy;FADSS
5730;DAD;FADSS
5731;Army ;FADSS
5732;Airforce;FADSS
5733;Navy;FADSS
5734;DAD;FADSS
5735;Army ;FADSS
5736;Airforce;FADSS
5737;Navy;FADSS
5738;DAD;FADSS
5739;Army ;FADSS
5740;Airforce;FADSS
5741;Navy;FADSS
5742;DAD;FADSS
5743;Army ;FADSS
5744;Airforce;FADSS
5745;Navy;FADSS
5746;DAD;FADSS
5747;Army ;FADSS
5748;Airforce;FADSS
5749;Navy;FADSS
5750;DAD;FADSS
5751;Army ;FADSS
5752;Airforce;FADSS
5753;Navy;FADSS
5754;DAD;FADSS
5755;Army ;FADSS
5756;Airforce;FADSS
5757;Navy;FADSS
5758;DAD;FADSS
5759;Army ;FADSS
5760;Airforce;FADSS
5761;Navy;FADSS
5762;DAD;FADSS
5763;Army ;FADSS
5764;Airforce;FADSS
5765;Navy;FADSS
5766;DAD;FADSS
5767;Army ;FADSS
5768;Airforce;FADSS
5769;Navy;FADSS
5770;DAD;FADSS
5771;Army ;FADSS
5772;Airforce;FADSS
5773;Navy;FADSS
5774;DAD;FADSS
5775;Officers ;FADSS
5776;PBORS;FADSS
5777;Defence Civilians;FADSS
5778;Officers ;FADSS
5779;PBORS;FADSS
5780;Defence Civilians;FADSS
5781;Officers ;FADSS
5782;PBORS;FADSS
5783;Defence Civilians;FADSS
5784;Officers ;FADSS
5785;PBORS;FADSS
5786;Defence Civilians;FADSS
5787;Officers ;FADSS
5788;PBORS;FADSS
5789;Defence Civilians;FADSS
5790;Officers ;FADSS
5791;PBORS;FADSS
5792;Defence Civilians;FADSS
5793;Officers ;FADSS
5794;PBORS;FADSS
5795;Defence Civilians;FADSS
5796;Officers ;FADSS
5797;PBORS;FADSS
5798;Defence Civilians;FADSS
5799;Officers ;FADSS
5800;PBORS;FADSS
5801;Defence Civilians;FADSS
5802;Officers ;FADSS
5803;PBORS;FADSS
5804;Defence Civilians;FADSS
5805;Officers ;FADSS
5806;PBORS;FADSS
5807;Defence Civilians;FADSS
5808;Officers ;FADSS
5809;PBORS;FADSS
5810;Defence Civilians;FADSS
5811;Officers ;FADSS
5812;PBORS;FADSS
5813;Defence Civilians;FADSS
5814;Officers ;FADSS
5815;PBORS;FADSS
5816;Defence Civilians;FADSS
5817;Officers ;FADSS
5818;PBORS;FADSS
5819;Defence Civilians;FADSS
5820;Officers ;FADSS
5821;PBORS;FADSS
5822;Defence Civilians;FADSS
5823;Officers ;FADSS
5824;PBORS;FADSS
5825;Defence Civilians;FADSS
5826;Officers ;FADSS
5827;PBORS;FADSS
5828;Defence Civilians;FADSS
5829;Officers ;FADSS
5830;PBORS;FADSS
5831;Defence Civilians;FADSS
5832;Officers ;FADSS
5833;PBORS;FADSS
5834;Defence Civilians;FADSS
5835;Officers ;FADSS
5836;PBORS;FADSS
5837;Defence Civilians;FADSS
5838;Officers ;FADSS
5839;PBORS;FADSS
5840;Defence Civilians;FADSS
5841;Officers ;FADSS
5842;PBORS;FADSS
5843;Defence Civilians;FADSS
5844;Officers ;FADSS
5845;PBORS;FADSS
5846;Defence Civilians;FADSS
5847;Officers ;FADSS
5848;PBORS;FADSS
5849;Defence Civilians;FADSS
5850;Officers ;FADSS
5851;PBORS;FADSS
5852;Defence Civilians;FADSS
5853;Officers ;FADSS
5854;PBORS;FADSS
5855;Defence Civilians;FADSS
5856;Officers ;FADSS
5857;PBORS;FADSS
5858;Defence Civilians;FADSS
5859;Officers ;FADSS
5860;PBORS;FADSS
5861;Defence Civilians;FADSS
5862;Officers ;FADSS
5863;PBORS;FADSS
5864;Defence Civilians;FADSS
5865;Officers ;FADSS
5866;PBORS;FADSS
5867;Defence Civilians;FADSS
5868;Officers ;FADSS
5869;PBORS;FADSS
5870;Defence Civilians;FADSS
5871;Officers ;FADSS
5872;PBORS;FADSS
5873;Defence Civilians;FADSS
5874;Officers ;FADSS
5875;PBORS;FADSS
5876;Defence Civilians;FADSS
5877;Officers ;FADSS
5878;PBORS;FADSS
5879;Defence Civilians;FADSS
5880;Officers ;FADSS
5881;PBORS;FADSS
5882;Defence Civilians;FADSS
5883;Officers ;FADSS
5884;PBORS;FADSS
5885;Defence Civilians;FADSS
5886;Officers ;FADSS
5887;PBORS;FADSS
5888;Defence Civilians;FADSS
5889;Officers ;FADSS
5890;PBORS;FADSS
5891;Defence Civilians;FADSS
5892;Officers ;FADSS
5893;PBORS;FADSS
5894;Defence Civilians;FADSS
5895;Officers ;FADSS
5896;PBORS;FADSS
5897;Defence Civilians;FADSS
5898;Officers ;FADSS
5899;PBORS;FADSS
5900;Defence Civilians;FADSS
5901;Officers ;FADSS
5902;PBORS;FADSS
5903;Defence Civilians;FADSS
5904;Officers ;FADSS
5905;PBORS;FADSS
5906;Defence Civilians;FADSS
5907;Officers ;FADSS
5908;PBORS;FADSS
5909;Defence Civilians;FADSS
5910;Officers ;FADSS
5911;PBORS;FADSS
5912;Defence Civilians;FADSS
5913;Officers ;FADSS
5914;PBORS;FADSS
5915;Defence Civilians;FADSS
5916;Officers ;FADSS
5917;PBORS;FADSS
5918;Defence Civilians;FADSS
5919;Officers ;FADSS
5920;PBORS;FADSS
5921;Defence Civilians;FADSS
5922;Officers ;FADSS
5923;PBORS;FADSS
5924;Defence Civilians;FADSS
5925;Officers ;FADSS
5926;PBORS;FADSS
5927;Defence Civilians;FADSS
5928;Officers ;FADSS
5929;PBORS;FADSS
5930;Defence Civilians;FADSS
5931;Officers ;FADSS
5932;PBORS;FADSS
5933;Defence Civilians;FADSS
5934;Officers ;FADSS
5935;PBORS;FADSS
5936;Defence Civilians;FADSS
5937;Officers ;FADSS
5938;PBORS;FADSS
5939;Defence Civilians;FADSS
5940;Officers ;FADSS
5941;PBORS;FADSS
5942;Defence Civilians;FADSS
5943;Officers ;FADSS
5944;PBORS;FADSS
5945;Defence Civilians;FADSS
5947;BCA;FADSS
5948;Deputation Allowance;FADSS
5949;Transport allowance;FADSS
5950;Others;FADSS
5951;Field Area Allowance;FADSS
5952;Qualification Allowance;FADSS
5953;Siachen Allowance;FADSS
5954;Submarine Allowance;FADSS
5955;Classification Allowance;FADSS
5956;Para Allowance;FADSS
5957;CPMA;FADSS
5958;Counter Insurgency Allowance;FADSS
5959;Training Allowance;FADSS
5960;Rum Allowance;FADSS
5961;Technical Allowance;FADSS
5962;Others;FADSS
5963;HRA;FADSS
5964;Services;FADSS
5965;Civilians;FADSS
5966;DAD;FADSS
5967;Services;FADSS
5968;Civilians;FADSS
5969;DAD;FADSS
5970;Services;FADSS
5971;Civilians;FADSS
5972;DAD;FADSS
5973;Services;FADSS
5974;Civilians;FADSS
5975;DAD;FADSS
5976;Services;FADSS
5977;Civilians;FADSS
